1,g09,-2612547.369,4749471.612,3349962.905,3545128.928,40419666.14,6.803,
2,g03,-2613318.867,4749017.816,3350006.069,3545169.339,40420561.72,6.999,
3,G10,-2612124.48,4749725.68,3349932.142,3545098.261,40419172.71,6.546,
4,G01,-2612809.539,4748994.786,3350432.112,3545676.288,40420131.73,7.274,
