152.72,-0.004,-0.008,90,15000
6156,2.417,-67.506,-82.972,-65.728
6155,88.239,-73.695,2.713,-72.52
2156,-2.346,-15.229,-97.159,-13.79
2155,83.775,-1.916,-3.341,-1.278
1156,0.332,59.081,-84.531,60.381
1155,85.721,69.664,0.571,70.157
1,43.633,-13.703,-48.313,-12.637
2,25.601,70.648,-61.169,71.717
3,2.967,75.76,-81.625,77.062
4,29.761,-84.546,-55.83,-82.822
5,26.803,96.212,-57.475,97.373
6,8.754,45.97,-76.425,47.167
7,102.778,-31.574,13.769,-30.88
8,25.745,100.498,-58.489,101.711
